,X,Y
0,99.5,337.5
1,363.5,179.0
2,121.5,300.25
3,304.5,318.75
4,321.0,279.0
5,182.0,182.0
6,96.5,472.5
7,178.5,192.0
8,158.0,240.0
9,99.0,408.5
10,183.0,117.0
11,371.5,150.0
12,328.0,150.0
13,355.5,195.0
14,148.0,293.0
15,341.0,153.0
16,207.5,285.0
17,154.0,250.0
18,205.5,30.5
19,422.0,36.0
20,95.5,451.0
21,189.5,128.0
22,345.0,207.0
23,311.5,218.0
24,267.0,392.5
25,92.0,485.0
26,92.0,367.0
27,189.0,121.5
28,180.5,160.5
29,398.5,28.0
30,322.0,277.0
31,191.0,47.0
32,164.0,226.0
33,102.0,437.5
34,233.0,469.0
35,322.0,169.0
36,183.0,170.0
37,258.0,253.0
38,213.0,270.0
39,273.0,228.0
40,284.0,359.0
41,315.0,186.0
42,270.0,191.0
43,147.0,471.0
44,355.0,57.0
45,344.0,133.0
46,293.0,141.0
47,273.0,318.0
48,274.0,130.0
49,202.0,265.0
