,X,Y
0,81.0,153.25
1,153.5,238.0
2,337.5,145.25
3,314.0,371.0
4,155.0,252.0
5,305.0,413.0
6,353.0,140.5
7,239.5,346.0
8,313.5,405.0
9,277.5,427.0
10,316.5,392.5
11,212.5,86.0
12,233.0,250.5
13,240.5,299.0
14,401.5,190.0
15,220.5,262.0
16,77.5,278.0
17,337.5,363.0
18,373.5,254.0
19,461.5,223.5
20,103.0,123.0
21,260.5,430.5
22,191.0,228.5
23,149.0,207.0
24,119.0,290.0
25,147.0,192.5
26,60.5,178.5
27,98.0,273.5
28,170.0,84.0
29,392.0,307.0
30,107.0,287.0
31,138.0,223.0
32,230.0,286.0
33,230.0,310.0
34,156.0,332.0
35,88.0,146.0
36,244.0,408.0
37,378.0,319.0
38,398.0,155.0
39,402.0,124.0
40,161.0,90.0
