,X,Y
0,230.5,322.0
1,197.5,352.0
2,139.0,348.0
3,155.5,167.0
4,432.0,114.0
5,94.5,325.5
6,234.0,383.0
7,208.5,364.5
8,126.5,248.0
9,255.5,205.0
10,208.0,194.0
11,263.0,224.5
12,165.5,328.5
13,155.0,337.5
14,240.0,365.0
15,205.0,270.0
16,415.5,127.0
17,377.0,109.0
18,178.5,330.5
19,141.0,301.0
20,195.5,285.0
21,184.5,192.5
22,200.5,158.5
23,80.0,208.0
24,69.5,299.0
25,163.0,186.0
26,263.0,155.0
27,268.5,190.0
28,457.0,315.0
29,421.5,123.0
30,224.0,376.0
31,187.0,162.0
32,162.0,299.0
33,98.0,232.0
34,261.0,144.0
35,132.0,335.0
36,197.0,197.0
37,286.0,117.0
38,266.0,209.0
39,416.0,346.0
40,284.0,197.0
41,263.0,165.0
42,72.0,311.0
43,371.0,382.0
44,194.0,308.0
45,278.0,208.0
46,142.0,176.0
47,95.0,194.0
48,398.0,348.0
49,86.0,279.0
50,420.0,331.0
