,X,Y
0,213.75,159.75
1,282.75,250.5
2,209.75,74.25
3,163.0,372.5
4,203.25,157.5
5,204.0,199.0
6,297.0,265.0
7,264.5,216.0
8,226.0,217.5
9,162.0,205.0
10,192.0,391.5
11,238.0,172.0
12,190.5,228.0
13,158.5,319.0
14,177.5,290.5
15,253.0,207.5
16,169.5,452.0
17,256.5,320.5
18,255.5,228.0
19,168.0,223.5
20,243.0,284.0
21,279.0,222.5
22,155.5,216.5
23,307.0,280.0
24,224.0,291.5
25,215.5,357.5
26,327.5,221.0
27,245.5,107.5
28,227.0,342.5
29,241.5,228.0
30,348.0,224.0
31,156.0,300.0
32,167.0,331.0
33,140.0,293.5
34,325.0,209.0
35,215.0,248.0
36,214.5,302.0
37,210.0,268.5
38,316.5,271.0
39,325.5,265.0
40,162.0,190.0
41,184.5,416.0
42,309.0,305.5
43,238.0,359.5
44,275.0,314.5
45,209.0,319.0
46,293.5,226.0
47,210.0,260.5
48,275.5,260.5
49,207.5,334.0
50,210.0,298.5
51,207.5,423.0
52,201.0,207.0
53,241.5,290.0
54,273.0,297.0
55,217.0,379.0
56,226.0,243.0
57,221.0,397.0
58,284.0,267.0
59,169.0,348.0
60,214.0,55.0
61,308.0,261.0
62,152.0,231.0
63,234.0,75.0
64,209.0,366.0
65,279.0,88.0
