,X,Y
0,121.0,357.75
1,289.0,420.75
2,230.0,259.0
3,241.5,250.0
4,205.0,243.5
5,158.75,316.25
6,265.0,458.0
7,106.0,197.5
8,141.0,400.0
9,146.5,343.5
10,188.0,319.0
11,206.5,277.0
12,372.5,366.75
13,118.5,363.0
14,147.0,221.0
15,314.0,420.0
16,427.0,313.5
17,111.5,371.0
18,166.5,237.5
19,118.5,385.5
20,97.5,174.0
21,411.0,330.0
22,197.0,255.5
23,154.0,334.0
24,355.5,373.5
25,306.0,226.0
26,190.0,240.5
27,370.5,201.5
28,262.5,248.0
29,391.5,346.5
30,228.5,344.5
31,215.0,269.0
32,125.0,159.0
33,176.5,218.0
34,178.0,403.0
35,133.0,345.5
36,208.5,259.0
37,212.0,334.5
38,104.0,155.5
39,283.5,194.5
40,99.0,185.5
41,351.0,386.0
42,236.0,157.5
43,205.0,325.0
44,212.0,314.0
45,165.5,405.0
46,277.0,420.0
47,184.5,226.0
48,153.5,212.0
49,226.0,194.5
50,180.0,182.0
51,192.0,330.0
52,315.5,413.5
53,365.5,200.0
54,138.0,217.0
55,175.0,237.5
56,220.5,275.5
57,376.0,309.0
58,163.5,398.0
59,390.0,219.0
60,254.0,172.0
61,192.0,178.0
