,X,Y
0,427.5,275.0
1,428.5,197.5
2,417.75,207.5
3,436.75,213.5
4,405.0,109.75
5,377.5,357.25
6,427.75,228.75
7,244.0,69.0
8,202.5,476.0
9,437.5,239.25
10,430.25,214.25
11,86.5,391.5
12,394.5,371.0
13,382.25,354.5
14,426.5,292.0
15,435.5,264.0
16,437.5,224.0
17,222.0,481.5
18,417.0,298.5
19,197.5,322.5
20,74.5,399.0
21,347.5,384.0
22,405.0,312.0
23,211.0,288.0
24,131.5,402.0
25,353.5,254.5
26,99.5,303.0
27,388.0,278.0
28,374.0,299.0
29,336.5,275.5
30,130.5,356.5
31,207.5,302.0
32,325.0,305.0
33,108.0,331.5
34,165.0,398.0
35,219.5,144.0
36,164.5,352.5
37,400.0,327.5
38,164.0,387.0
39,398.0,355.0
40,344.0,90.0
41,94.5,378.0
42,187.5,415.0
43,384.0,325.5
44,305.0,279.0
45,282.0,74.0
46,358.0,364.5
47,292.5,56.0
48,401.5,120.5
49,113.0,359.5
50,213.0,157.5
51,336.0,264.0
52,95.0,411.5
53,379.0,37.0
54,253.0,377.0
55,278.0,358.5
56,147.0,360.0
57,291.0,284.0
58,106.0,414.0
59,422.5,172.0
60,331.5,291.0
61,86.0,403.5
62,271.0,286.0
63,297.0,430.5
64,132.0,442.0
65,363.5,40.5
66,377.0,286.0
67,325.5,364.5
68,259.0,49.5
69,354.5,281.0
70,408.5,140.5
71,190.0,470.0
72,189.0,332.5
73,120.0,385.0
74,252.0,412.5
75,228.0,347.5
76,319.0,276.0
77,404.5,151.5
78,93.5,332.5
79,201.5,405.0
80,417.5,134.0
81,71.5,363.5
82,410.0,316.5
83,200.5,314.0
84,291.0,433.0
85,259.5,373.0
86,382.5,280.5
87,354.5,371.5
88,119.0,366.5
89,243.0,230.0
90,260.0,450.0
91,141.0,289.5
92,297.0,58.5
93,399.0,335.5
94,95.5,306.5
95,163.5,460.0
96,184.5,407.0
97,325.5,403.5
98,426.0,144.0
99,428.0,158.0
100,250.0,402.0
101,150.0,400.0
102,225.0,117.0
103,259.0,436.0
104,112.0,394.0
105,201.0,456.0
106,280.0,304.0
107,303.0,405.0
108,244.0,57.0
109,313.0,63.0
110,269.0,36.0
111,332.0,87.0
112,171.0,226.0
113,333.0,318.0
114,211.0,396.0
115,110.0,375.0
