,X,Y
0,354.25,131.5
1,307.0,155.25
2,308.75,297.0
3,260.0,363.75
4,236.5,408.75
5,340.5,160.75
6,241.25,443.25
7,301.5,80.0
8,186.25,404.0
9,250.5,353.0
10,100.5,334.75
11,165.0,428.25
12,295.0,259.5
13,173.75,440.75
14,308.0,308.0
15,98.75,320.5
16,179.0,445.5
17,267.0,244.0
18,270.5,232.0
19,208.0,404.0
20,293.5,275.0
21,280.5,239.5
22,253.5,258.0
23,262.5,88.5
24,149.0,418.5
25,217.5,488.0
26,174.0,231.0
27,321.0,337.5
28,123.0,384.0
29,271.0,372.0
30,274.5,264.0
31,337.5,202.5
32,213.0,324.0
33,116.5,364.5
34,290.0,139.5
35,155.0,249.5
36,125.5,325.5
37,198.0,471.0
38,211.0,352.5
39,196.0,400.0
40,111.0,320.0
41,216.5,117.5
42,307.0,378.0
43,238.0,427.0
44,257.0,401.0
45,207.0,126.0
46,332.0,100.5
47,199.0,315.0
48,190.0,459.0
49,202.0,439.0
50,372.0,178.0
51,171.5,403.0
52,310.5,86.5
53,328.5,222.5
54,185.0,438.0
55,231.0,345.5
56,145.5,267.0
57,234.0,362.0
58,209.0,480.0
59,336.5,190.0
60,220.0,402.5
61,141.0,406.0
62,388.0,182.5
63,220.5,492.0
64,156.5,416.0
65,270.0,82.5
66,318.5,260.0
67,298.5,243.0
68,291.5,370.0
69,261.0,251.0
70,312.0,230.0
71,278.5,377.0
72,329.0,157.0
73,323.0,94.0
74,192.0,172.0
75,259.0,383.0
76,360.0,173.0
77,137.0,389.0
78,282.0,83.0
79,106.0,344.0
80,245.0,477.0
81,198.0,152.0
82,224.0,110.0
83,130.0,344.0
84,327.0,176.0
