,X,Y
0,222.0,222.0
1,189.75,271.5
2,287.0,384.75
3,276.0,182.0
4,296.0,220.5
5,292.0,317.0
6,258.0,402.5
7,298.5,394.0
8,248.5,240.0
9,192.5,325.5
10,289.0,466.0
11,201.5,209.0
12,184.5,234.0
13,199.0,316.0
14,275.5,265.0
15,315.5,231.0
16,305.0,260.0
17,174.0,266.5
18,193.0,443.0
19,264.5,181.0
20,342.5,88.0
21,216.0,430.5
22,320.0,357.0
23,281.0,170.0
24,350.0,73.0
25,261.5,197.5
26,197.5,199.0
27,172.0,256.5
28,187.0,428.0
29,334.0,345.0
30,265.0,167.0
31,193.0,414.0
32,353.0,340.0
33,171.0,331.0
34,333.0,225.0
35,300.0,115.0
