,X,Y
0,281.0,250.5
1,230.75,286.25
2,177.5,291.0
3,184.0,182.0
4,219.5,359.5
5,278.0,222.75
6,224.5,399.0
7,274.75,107.0
8,179.5,468.75
9,285.5,230.5
10,232.5,70.0
11,254.25,323.5
12,302.5,272.0
13,290.25,226.75
14,296.25,265.75
15,225.5,243.0
16,270.0,255.0
17,254.5,228.0
18,253.0,207.5
19,310.5,253.5
20,168.0,330.5
21,210.5,89.0
22,163.0,203.5
23,203.5,73.0
24,288.5,201.0
25,207.5,331.5
26,210.0,260.5
27,199.5,208.0
28,204.0,248.0
29,211.5,164.0
30,212.5,298.5
31,152.5,231.0
32,236.0,217.5
33,288.0,298.0
34,179.5,93.5
35,289.5,83.0
36,142.0,287.0
37,278.5,148.0
38,246.5,282.0
39,209.0,319.0
40,254.0,381.0
41,160.5,469.5
42,166.0,456.5
43,311.5,217.5
44,333.0,260.0
45,224.5,37.5
46,172.0,132.0
47,197.0,414.0
48,313.0,271.0
49,216.0,75.5
50,250.0,55.0
51,347.5,262.5
52,169.0,212.5
53,241.5,176.0
54,206.0,198.0
55,273.0,172.0
56,240.0,231.0
57,316.5,291.0
58,215.0,248.0
59,267.5,305.5
60,280.0,288.5
61,255.5,149.5
62,172.5,441.5
63,311.5,197.5
64,162.0,369.5
65,147.5,257.5
66,321.5,210.0
67,310.5,242.5
68,212.5,152.0
69,235.5,250.5
70,225.5,372.5
71,228.0,205.0
72,264.5,163.0
73,186.0,163.5
74,255.0,302.0
75,297.0,238.0
76,324.0,221.0
77,199.5,222.0
78,282.5,266.5
79,276.0,333.0
80,295.0,284.0
81,277.0,298.5
82,128.5,362.0
83,209.0,326.5
84,172.0,172.0
85,241.5,290.0
86,251.5,219.5
87,216.0,160.0
88,180.5,398.0
89,224.0,331.0
90,187.0,435.0
91,297.0,306.0
92,220.0,43.0
93,175.5,433.0
94,208.5,75.5
95,228.0,216.5
96,301.5,248.5
97,221.5,375.5
98,312.0,283.5
99,171.0,459.0
100,155.0,219.0
101,152.0,297.0
102,247.0,104.0
103,218.0,56.0
104,218.0,268.0
105,278.0,159.0
106,224.0,166.0
107,244.0,336.0
108,328.0,276.0
109,272.0,130.0
110,228.0,97.0
111,273.0,184.0
112,162.0,300.0
113,286.0,110.0
114,170.0,407.0
115,202.0,151.0
116,144.0,387.0
117,194.0,392.0
118,210.0,423.0
119,159.0,321.0
