,X,Y
0,182.25,379.75
1,144.5,341.0
2,230.25,407.5
3,183.5,348.75
4,378.5,406.25
5,141.0,257.0
6,174.5,321.5
7,219.5,242.0
8,164.5,296.5
9,113.5,127.0
10,193.0,247.0
11,336.5,83.0
12,194.5,347.5
13,271.5,415.5
14,204.0,391.5
15,220.5,398.0
16,327.5,119.5
17,125.5,182.0
18,175.5,371.5
19,318.5,98.0
20,147.5,226.5
21,437.5,375.5
22,364.5,57.5
23,206.0,234.5
24,190.0,372.0
25,367.0,412.5
26,140.0,192.0
27,215.0,238.0
28,210.0,260.0
29,371.5,51.0
30,326.0,108.0
31,302.0,92.0
32,417.0,327.0
33,233.0,162.0
34,282.0,402.0
35,336.0,162.0
36,124.0,98.0
37,218.0,363.0
38,399.0,402.0
39,164.0,364.0
40,250.0,52.0
41,244.0,411.0
42,305.0,385.0
