,X,Y
0,305.75,391.0
1,217.0,259.0
2,195.0,206.5
3,314.75,154.5
4,235.5,152.0
5,192.5,190.0
6,236.0,93.0
7,250.0,167.0
8,208.0,152.0
9,305.0,368.0
10,333.0,161.0
11,313.0,319.0
12,305.0,433.0
13,292.5,151.5
14,297.0,202.5
15,255.0,95.0
16,301.5,188.5
17,277.0,167.0
18,339.0,216.0
19,309.0,109.0
20,224.0,272.0
21,329.5,238.0
22,234.0,279.0
23,347.0,172.0
24,234.0,70.5
25,187.5,146.0
26,270.0,432.0
27,319.5,247.0
28,254.0,346.5
29,275.0,228.0
30,273.5,202.5
31,223.0,152.0
32,331.0,275.5
33,253.0,196.5
34,337.5,332.5
35,204.0,101.0
36,219.0,134.5
37,329.5,179.0
38,339.0,138.5
39,280.5,99.0
40,203.0,120.0
41,241.5,47.0
42,172.0,135.5
43,334.0,148.0
44,301.5,227.0
45,326.0,138.5
46,322.5,288.5
47,161.0,185.0
48,259.5,187.5
49,338.5,310.0
50,275.0,175.5
51,246.0,101.0
52,277.0,361.0
53,209.0,180.5
54,289.5,243.0
55,330.5,167.0
56,307.0,174.5
57,229.5,101.0
58,205.0,144.5
59,268.0,129.5
60,234.5,86.0
61,198.5,125.0
62,258.0,201.0
63,329.0,359.5
64,231.0,142.0
65,200.0,226.0
66,182.0,268.0
67,316.0,132.0
68,241.0,374.0
69,320.0,198.0
70,165.0,223.0
71,256.0,155.0
72,287.0,207.0
73,272.0,303.0
74,241.0,194.0
75,295.0,340.0
76,308.0,334.0
77,267.0,56.0
78,351.0,197.0
79,342.0,231.0
