,X,Y
0,228.0,143.75
1,396.5,137.5
2,229.75,233.5
3,378.75,213.5
4,199.25,237.25
5,366.5,176.0
6,408.25,131.0
7,283.5,251.75
8,198.5,215.0
9,183.5,140.5
10,338.0,148.5
11,312.25,153.5
12,377.0,409.5
13,195.0,150.25
14,225.25,144.25
15,205.25,246.5
16,352.5,275.0
17,409.5,302.5
18,354.5,229.5
19,348.5,412.5
20,165.5,143.5
21,244.5,214.5
22,340.0,134.0
23,210.0,362.0
24,210.0,215.0
25,275.0,143.5
26,183.5,224.5
27,289.5,198.0
28,391.5,120.5
29,414.0,286.5
30,349.0,191.0
31,288.5,156.0
32,385.0,400.5
33,205.0,154.0
34,367.0,226.5
35,363.0,275.0
36,365.0,240.0
37,84.5,357.5
38,369.0,72.0
39,334.5,398.5
40,338.0,119.5
41,106.0,315.5
42,278.0,279.0
43,390.5,409.5
44,358.5,415.5
45,337.5,362.0
46,164.0,161.5
47,290.0,404.0
48,131.5,213.5
49,128.0,224.0
50,334.5,410.0
51,386.0,424.5
52,407.5,119.0
53,379.0,66.5
54,361.5,82.0
55,201.5,225.0
56,344.0,106.5
57,174.0,292.0
58,409.0,263.5
59,107.0,330.5
60,109.5,281.0
61,407.0,142.5
62,213.0,154.0
63,369.0,273.0
64,190.0,229.0
65,216.0,215.5
66,324.5,202.5
67,354.0,421.5
68,358.0,88.5
69,399.0,48.0
70,278.0,192.0
71,232.0,167.0
72,216.0,351.0
73,314.0,339.0
74,304.0,177.0
75,297.0,354.0
76,178.0,178.0
