,X,Y
0,331.25,143.0
1,359.5,145.5
2,188.0,108.25
3,260.0,115.75
4,279.25,262.5
5,206.75,108.0
6,352.0,269.5
7,419.5,143.0
8,256.0,118.0
9,424.0,123.0
10,344.5,198.5
11,365.5,188.0
12,361.0,127.0
13,210.0,208.0
14,243.0,209.0
15,282.0,233.0
16,267.0,256.0
17,407.0,304.0
18,265.5,387.0
19,216.0,119.0
20,371.5,238.0
21,243.0,121.5
22,334.0,412.0
23,74.0,301.5
24,340.0,273.0
25,428.5,133.5
26,347.0,410.0
27,295.5,127.5
28,226.0,126.0
29,397.0,71.0
30,284.5,340.0
31,316.5,159.0
32,302.0,184.5
33,311.0,140.5
34,248.0,205.0
35,321.0,358.0
36,361.0,115.0
37,428.0,76.0
38,213.0,186.0
39,364.0,410.0
40,196.0,144.0
41,333.0,192.0
42,430.0,106.0
43,378.0,412.0
44,408.0,123.0
45,364.0,442.0
46,205.0,322.0
47,83.0,292.0
