,X,Y
0,371.5,160.0
1,349.25,173.75
2,366.0,87.0
3,307.5,379.5
4,341.0,246.5
5,342.5,322.5
6,206.0,275.5
7,201.5,372.0
8,127.0,308.0
9,241.0,384.5
10,273.5,377.0
11,356.5,103.5
12,358.5,117.0
13,199.5,382.5
14,211.0,238.5
15,191.0,281.0
16,254.0,113.5
17,341.0,278.0
18,359.0,160.0
19,343.5,312.0
20,194.5,376.0
21,365.0,352.5
22,340.0,298.5
23,196.0,179.0
24,342.0,207.0
25,152.0,273.0
26,220.0,194.0
27,207.0,392.0
28,191.0,227.0
29,274.0,294.0
30,132.0,273.0
31,194.0,390.0
32,268.0,97.0
33,141.0,278.0
34,351.0,340.0
35,152.0,306.0
36,354.0,326.0
37,229.0,265.0
38,336.0,352.0
39,236.0,130.0
40,343.0,191.0
