,X,Y
0,270.5,228.0
1,162.75,146.0
2,153.5,121.5
3,217.75,259.25
4,268.5,147.5
5,181.5,367.5
6,223.25,386.0
7,164.5,366.25
8,162.0,345.5
9,192.0,392.0
10,171.5,329.25
11,219.0,206.0
12,160.0,333.25
13,158.0,207.5
14,297.25,411.75
15,206.0,204.5
16,218.25,416.5
17,160.0,181.0
18,325.25,135.5
19,263.75,162.25
20,162.75,160.5
21,155.5,137.25
22,177.25,201.5
23,195.0,210.0
24,170.5,267.5
25,200.0,399.0
26,342.5,311.5
27,266.5,242.0
28,149.5,162.25
29,167.5,253.5
30,194.0,338.0
31,240.0,161.5
32,163.25,212.5
33,214.0,206.25
34,166.5,339.75
35,275.25,237.25
36,284.25,408.75
37,324.0,431.5
38,304.25,103.75
39,237.0,239.5
40,334.0,297.0
41,320.5,153.5
42,209.0,154.5
43,360.5,330.0
44,244.0,431.0
45,254.0,238.5
46,190.5,348.0
47,179.5,304.0
48,381.5,400.0
49,337.5,406.5
50,351.0,322.0
51,230.5,183.5
52,262.0,439.5
53,235.0,144.0
54,244.5,224.5
55,261.5,256.0
56,216.0,175.5
57,208.0,407.0
58,199.0,233.0
59,253.0,149.5
60,147.5,178.0
61,220.0,232.5
62,185.5,147.5
63,357.0,406.5
64,196.0,147.0
65,254.0,334.0
66,302.5,296.0
67,326.0,418.0
68,178.0,245.0
69,172.5,283.0
70,307.5,115.0
71,306.5,437.5
72,166.5,125.0
73,285.0,164.0
74,313.0,321.0
75,298.0,426.5
76,228.0,113.0
77,167.0,78.0
78,234.5,284.5
79,262.0,58.5
80,324.0,382.0
81,234.0,329.5
82,380.0,335.5
83,328.0,351.0
84,279.0,428.5
85,311.5,334.0
86,293.5,283.5
87,211.0,366.5
88,221.5,166.5
89,395.5,391.5
90,300.0,322.5
91,223.0,317.0
92,177.0,293.5
93,304.0,173.0
94,325.0,398.0
95,300.0,345.5
96,190.5,324.5
97,251.0,166.5
98,332.0,410.5
99,247.0,220.0
100,189.0,144.5
101,230.0,427.0
102,254.0,106.0
103,235.5,334.5
104,251.0,365.0
105,324.0,308.0
106,396.0,353.0
107,308.0,243.0
108,315.0,276.0
