,X,Y
0,303.75,393.0
1,218.25,257.5
2,197.25,202.5
3,314.0,151.0
4,236.5,147.5
5,195.0,185.0
6,237.0,88.0
7,250.5,163.0
8,210.5,146.5
9,304.0,369.0
10,333.0,157.5
11,311.5,319.0
12,305.5,435.5
13,292.0,147.5
14,296.0,200.0
15,256.0,89.5
16,300.5,185.5
17,277.0,164.0
18,339.0,214.5
19,309.0,104.5
20,225.0,271.0
21,328.0,237.0
22,235.0,278.0
23,347.0,169.5
24,236.0,66.0
25,190.5,140.0
26,268.0,435.0
27,318.0,246.0
28,253.0,346.5
29,275.0,225.0
30,273.0,199.5
31,224.0,147.0
32,329.5,275.5
33,253.5,193.0
34,336.5,334.0
35,207.0,96.0
36,220.5,128.5
37,328.5,176.5
38,339.0,135.0
39,281.5,93.5
40,205.5,114.5
41,244.5,41.0
42,176.5,129.5
43,334.0,144.5
44,300.5,225.0
45,326.0,134.5
46,320.5,289.0
47,164.0,180.0
48,259.5,184.0
49,336.5,311.5
50,274.5,172.0
51,247.0,95.5
52,275.5,362.0
53,211.0,175.5
54,289.0,241.0
55,330.5,163.5
56,306.5,171.0
57,230.5,95.5
58,207.5,139.0
59,268.0,125.0
60,236.0,81.0
61,201.5,119.5
62,258.0,197.5
63,327.5,361.0
64,232.0,137.0
65,202.0,223.0
66,184.0,266.0
67,316.0,128.0
68,241.0,376.0
69,320.0,196.0
70,168.0,220.0
71,256.0,151.0
72,286.0,204.0
73,271.0,303.0
74,242.0,190.0
75,294.0,341.0
76,307.0,335.0
77,270.0,50.0
78,352.0,197.0
79,342.0,230.0
