,X,Y
0,228.75,142.0
1,396.5,135.75
2,229.75,231.5
3,379.75,211.75
4,200.0,236.25
5,366.75,174.5
6,408.25,129.0
7,283.5,250.5
8,199.25,213.25
9,184.25,138.5
10,338.0,146.75
11,313.0,152.75
12,375.5,412.0
13,195.75,148.5
14,226.0,142.5
15,205.25,245.25
16,353.25,274.0
17,410.0,301.0
18,355.0,228.0
19,347.0,413.5
20,165.5,142.0
21,245.5,212.5
22,340.0,133.0
23,209.0,360.5
24,209.0,212.5
25,276.0,142.0
26,184.0,223.5
27,290.0,197.0
28,391.5,118.5
29,415.0,284.0
30,349.5,189.0
31,289.0,154.5
32,383.5,403.0
33,206.0,152.0
34,367.5,224.5
35,364.5,273.5
36,366.0,238.5
37,83.5,352.5
38,369.0,71.0
39,334.0,399.0
40,337.5,118.0
41,106.0,313.0
42,278.0,277.5
43,389.0,413.0
44,357.0,417.0
45,338.5,361.0
46,164.5,159.5
47,289.0,404.0
48,132.0,211.5
49,128.0,223.0
50,333.5,410.5
51,384.0,428.0
52,407.5,116.5
53,378.0,66.0
54,360.5,80.5
55,202.5,224.0
56,344.0,104.0
57,174.0,290.0
58,410.0,262.0
59,106.5,328.0
60,109.5,279.0
61,407.0,140.5
62,213.5,152.5
63,370.0,271.5
64,190.5,227.5
65,218.5,213.5
66,325.5,201.0
67,353.0,423.0
68,357.0,87.0
69,397.0,48.0
70,279.0,191.0
71,233.0,166.0
72,216.0,349.0
73,313.0,338.0
74,304.0,176.0
75,298.0,354.0
76,178.0,176.0
