,X,Y
0,119.02356356828665,143.7945715691742
1,123.26055791749715,138.28568287360915
2,131.22712745184043,141.30491716001805
3,144.7993839162619,198.43424773367616
4,148.5203023408073,194.10824835119044
5,150.51184897589542,207.59537890581404
6,151.39778323876544,183.3101629450186
7,160.75438422305226,192.08062612829
8,154.26905885598575,171.6041984305343
9,183.74432632219865,155.15015012079294
10,151.7723913744406,242.01578087370856
11,151.75280052589864,249.4729672672887
12,146.17653126559475,244.85843282561387
13,159.37454871272143,248.8139122142482
14,77.19026194413581,273.92191632784125
15,83.17885843928778,243.739574260629
16,103.4032097480764,288.2284572021406
17,96.82732629309879,265.3528844416653
18,141.38941208609626,297.34324026573904
19,135.40575332808828,304.1247893840595
20,153.33155332480928,312.01516140462365
21,211.59300964647255,237.70234521492756
22,220.08215986129002,246.70553773441563
23,224.8799415817307,242.44705820328684
24,231.12652738615955,315.4276056164734
25,244.7298519695213,301.57252493263144
26,348.8004254154966,153.16952352121115
27,395.6514306652273,125.2257343920971
28,375.6163648781031,197.33903302793644
29,397.5379611553235,174.6495629219017
30,395.95482785416084,223.54990540821328
31,425.25644494265936,161.8852882482322
32,458.0140548319896,234.10791397642535
33,462.1306416880491,237.52858321339713
34,374.7200258341117,255.18069631664383
35,389.33733221250327,306.66959462150936
36,393.3392571926261,305.9553606352786
37,283.07453970768324,209.23236782887432
38,308.7505531948227,207.87031235262882
39,296.18790487256564,205.4376128252555
40,300.6621414974766,209.98911945322257
41,313.7397376642609,373.1945686783388
42,339.6924536974214,364.0697289617459
43,345.2327866565313,368.48290868743965
44,335.7035660685568,360.05490591698305
45,260.1993431802311,380.8282051460284
46,266.384029339509,386.81450341197854
47,283.94340442200763,391.3420942800126
48,274.8113844183488,374.66232285705735
49,271.86182892588033,359.00877657593054
50,274.86096395874864,354.42203007986086
51,258.12473912120385,371.09572857089137
52,262.6810163600568,363.73785450875863
53,315.15498025737134,397.27685596668266
54,311.446542037611,402.6914118716137
55,301.9740464996574,412.043451174942
56,264.138463240603,416.43270126509225
57,271.96015237538944,421.113968579889
58,253.33276572348095,389.7930725899769
59,259.93215401634194,401.88646663524315
60,245.64556608274074,360.5451648989524
61,254.5112465178306,333.09572280521274
62,257.2612789221905,339.0457365534231
63,291.72471387100643,292.0425034023924
64,294.2718385047494,304.85911550918763
65,306.3195948385968,296.1122755485835
66,314.2084138045254,285.0171376092532
67,320.65053203818803,306.1245816808476
68,328.57757859670687,299.46366988744006
69,357.6006963771761,301.8673835689234
70,325.0932060147706,321.1220815352563
71,340.16982146413727,335.3124980241269
72,304.48787425172964,331.3962142966056
73,316.8344381654935,346.87897260191704
74,301.520113839097,336.88634786333853
75,308.9404794702989,355.3259812348025
76,332.3848277691402,351.0638941272089
77,269.5496550996036,164.30097390633972
78,291.4826590923319,172.6708378587581
79,193.88936005236462,219.12419691309742
80,192.73337422370625,228.6541139341633
81,221.46679391056546,261.8852193161183
82,231.9129960669345,259.73517688190725
83,226.40789603812195,291.02589615186855
84,227.15031492797817,272.92143145917487
85,193.98036392818923,291.95673691562075
86,196.72949096953013,307.36037268816887
87,176.23648104955507,327.4315141515243
88,183.57252171322375,325.3171294452706
89,155.81093521323834,290.69193933741235
90,155.4895212206523,296.02142510024413
91,164.295084985408,295.59259916209635
