,X,Y
0,135.4166387432371,127.4775149211712
1,136.8847653502768,122.61971171560828
2,143.76017324724805,128.05771128064285
3,143.06579777959683,181.7507428961464
4,148.2164922802364,178.59603260068727
5,150.82978919113907,195.54797859359118
6,155.7884651888261,171.0049056877091
7,162.1662270819289,180.22763274507184
8,160.31052019609794,161.49291376494284
9,196.4009934845536,146.58057277173532
10,146.40431953920518,229.17555193539215
11,145.01904420022294,234.76059897287365
12,141.2846759408157,229.80524849240535
13,151.78279865305834,237.48404476564042
14,68.8034266360186,248.49734455945935
15,80.99461775754449,217.24413078138568
16,93.07153887399365,267.1564968455695
17,90.29619757134172,242.58755547147618
18,125.63287782515295,285.1549531145105
19,123.02957370037825,294.092303193794
20,135.58242519039015,299.86422575499205
21,205.95381558721104,236.73892948875664
22,212.4497396198958,248.57348060944284
23,216.78835949214923,245.212606186998
24,213.59520309610284,315.1469126145565
25,226.1758194259491,309.0850402062595
26,355.12813711944864,171.5411556113767
27,409.1647399028054,153.38229760476855
28,373.199044580747,223.3030602332025
29,395.6486769034404,205.9535531626706
30,390.70110219762086,249.44968725858192
31,427.1965634767344,196.40043439473956
32,446.66097729040064,270.5293180994674
33,454.269785360188,276.19428269713916
34,362.1887701459436,281.4996066637894
35,367.43807323231493,335.80128446029437
36,372.7246110293458,333.35138991724085
37,283.0336287854649,216.6879135043609
38,302.0348836390299,220.39298064696945
39,292.5771585639105,216.23536114258758
40,296.07062193502355,221.33016162171882
41,282.485675745021,386.50242255775123
42,307.58559446609706,382.2651624310514
43,314.54583315953585,387.99217739112913
44,303.48841787766116,377.33839637099356
45,229.35413398322686,389.96930501144584
46,241.62900794067764,396.058827388098
47,253.87283099587847,404.673363503196
48,248.03331129639594,387.36229904032166
49,242.7125394188876,371.63123238429085
50,248.82655256024944,362.63267125057916
51,229.93777073139657,373.8387611787623
52,234.50603987379418,368.48116612734725
53,282.2055960724602,413.714187455324
54,276.67243255757285,419.24271891898695
55,265.58288958240126,427.4103326049769
56,226.74582572527785,425.43963901768115
57,235.9945678370236,433.70970122756273
58,218.69446581995533,396.6428087507058
59,225.20701394580394,407.8079895893917
60,218.52299875229417,364.34847289901046
61,229.7304226819947,338.4478894939804
62,228.35526274073018,343.46629595840614
63,272.18928662973536,302.38233823438907
64,274.4255344434983,313.4828676299487
65,290.17577483131913,308.26645263524637
66,299.4620962681626,298.85002845897566
67,299.5904372348476,319.6155041202859
68,308.8970211818191,318.4259448834248
69,339.63791267657774,325.2728592568824
70,302.2202236400333,337.9351274521495
71,313.52060649539874,351.6727792690276
72,281.15521338931933,344.8260826512377
73,290.8874241662076,362.1517085220789
74,278.0475882516565,350.32779146723243
75,281.0977041812406,368.9319010271031
76,301.0454358266965,365.8379860021385
77,280.0907280298775,164.64677625806243
78,295.55619326452813,178.9835289684404
79,190.49962569811188,209.20070446992395
80,188.72250237095366,226.26126731490814
81,210.28496484445083,262.798861060738
82,222.43345763622537,262.74342227796626
83,203.50660952884533,294.085592222901
84,214.40481898275996,278.76326684597143
85,181.50113224096626,285.70350448693364
86,181.33223878651344,303.0206738486113
87,154.53414039161072,320.223600672724
88,163.75052506710082,321.2716669531271
89,144.40867994846286,276.5460426848971
90,141.9822508211663,285.1336018260444
91,146.47526616929076,287.06854129037015
