,X,Y
0,80.55077531925434,206.00621632099308
1,66.20398499126219,205.0959702451031
2,77.89281197423266,198.71943646976067
3,73.31597834578972,211.47205361805743
4,71.24885346573866,218.8141303650936
5,47.08041643775669,226.14115442356817
6,62.04872327884636,223.16545781542962
7,60.57452294188034,218.5328392153456
8,61.28581749140822,230.32241845138938
9,79.54866754582422,231.82773657222458
10,84.57828030333953,221.72441741461014
11,97.61568673153307,217.65064669628205
12,96.55684342321264,204.10610172281136
13,103.86074186558015,231.25503577727426
14,62.786955206373605,242.63188247597282
15,44.41229266869675,246.7851016163599
16,58.05902995270554,265.5844843133978
17,72.99600972913866,258.93605535846297
18,72.29325584832924,247.45233052873436
19,93.32135043971645,243.32940045783195
20,103.00171179657038,261.8712438860892
21,91.34440807539335,274.7605214019004
22,127.1734251691386,268.7089258518846
23,122.2897029745914,255.24262894623058
24,129.09285404128673,229.63447414028744
25,120.53340394766045,224.009306095999
26,134.81228932560916,213.71844836578094
27,169.1387910692965,236.82127969573136
28,145.88222186977777,243.5543122118918
29,172.76377369854805,256.87984269243384
30,148.18765675956092,265.0181954424687
31,153.3710478968503,229.36487332097008
32,161.2411881293059,211.38039520954476
33,147.19061411724618,211.15678232804683
34,211.70904696176117,261.77288251435755
35,186.7580297386657,249.87910223381363
36,200.6272047186042,279.57722279277436
37,173.7232903092315,275.6719358320956
38,191.45989950282365,211.0350161254065
39,170.35718449339873,221.88389785700542
40,191.3609130239824,230.92987944264408
41,202.42553190529682,242.69590683024018
42,209.45893213920243,229.50639637007518
43,220.69717967043857,219.57190786104482
44,220.09442467521683,209.50047535544059
45,217.73775460163898,271.2736259548537
46,227.11252442682132,286.9769284693386
47,246.5780734512627,275.0987449640544
48,232.47834733764287,268.5245436131319
49,216.22239433087495,240.375447257326
50,235.27584233659218,226.20560684830554
51,245.61386460857585,233.41595799980945
52,225.92439632190744,252.3511989370293
53,245.1096921917729,257.4735103561103
54,265.37158673347585,221.52124549342759
55,263.32140258483423,239.2091173116515
56,259.10668915917074,268.14483949504967
57,269.0256349065488,252.94169035194142
58,277.12577735197783,233.05514733623784
59,284.2106695510576,257.0161626820286
60,279.94837543905857,240.430716987202
61,298.39263135685866,255.5443074624376
62,310.4827209139281,250.64222723068556
63,293.7817964139855,241.26502969021516
64,294.11350727591764,295.2039423389775
65,275.72926849135496,293.27184257046576
66,325.763646968049,261.6596225634937
67,330.6306212126921,246.0787457757007
68,353.47517157164873,255.6418528851874
69,353.4506383177652,272.5311519231327
70,395.58563757271463,270.6165059714183
71,397.6171748013311,313.57559466321914
72,446.73001068435616,316.49472193092043
73,425.447660260665,236.50878285281985
74,455.165210690069,235.24336349572613
75,473.2982715318962,267.7246396421063
76,490.1739863639269,248.16650014243808
