,X,Y
0,376.1521095241629,412.8635748431066
1,300.6612376874616,416.04103230602584
2,322.56362446404626,408.9982234000152
3,353.30836263889466,310.50150131923823
4,343.90872457848786,320.0006526642226
5,350.61593851432264,171.70941050394066
6,329.2831948248531,168.35767871271844
7,337.95410326535625,206.7909713621069
8,342.85525918873935,181.56231861638324
9,294.0625549137673,388.98152355077815
10,292.98389723650985,411.4123444331974
11,264.6037624574128,394.8484652411151
12,256.984520908141,398.42601627768914
13,270.7711827006296,403.5524409439331
14,333.070366815976,449.0208500480336
15,301.00161831364915,445.51321598860017
16,201.02079960244697,382.2379875244986
17,229.6571214247635,357.3493527885438
18,172.25196100637638,341.7044611365722
19,150.79672984247998,321.05766736556274
20,143.22744547592242,306.75675169943463
21,141.99690455722651,305.3538498428769
22,155.57893251807906,296.569909846673
23,154.6225062962192,273.60925936997523
24,166.75778479595542,272.3473411608698
25,159.33986870080832,261.2104260290805
26,153.68677825734906,290.02770463708333
27,156.70485277479548,286.99325516926547
28,152.48794950617912,307.5573316330606
29,148.6403052301379,315.19432074303757
30,183.30233841538154,205.9607819653176
31,165.7298304831368,210.54540903880905
32,158.6513843258636,186.4315433135233
33,192.4954424094377,152.13937853529242
34,197.93231408671943,152.1457392712857
35,199.9136933817014,171.47644587643856
36,209.3787830567781,180.9776245010408
37,215.85704359872247,196.9858252128289
38,224.0085503945294,202.65736850368972
39,272.43123927144455,94.41825292523096
40,284.01754269715764,69.65456419406979
41,294.0730778091324,70.39290451690484
42,299.20807301449486,73.0424228978765
43,299.7213524266823,109.02166420009966
44,309.21025348439997,137.41949592248986
45,316.253800778974,141.1345216885796
46,320.92123130955486,163.35314283159425
47,322.90489926574924,150.0705201579413
48,209.1518267726078,253.1369326745329
49,170.0991494787644,299.3906905911205
50,220.34496588006863,240.2523558474026
51,230.7486023102048,258.0291856122768
52,227.7180423936604,241.44978911012868
53,233.52202653215724,248.5034800945805
54,274.65745088405447,293.94954923060175
55,284.9147198227928,310.12232934710886
56,266.42850989152794,128.99250425010922
57,268.9040104645993,150.39610384570827
58,271.4260785541905,151.51457744639833
59,235.44282601835567,138.43065911913703
60,225.10006924302974,128.445682999234
61,224.71454189747226,125.8410626103908
62,232.17052846554267,122.20542532648994
63,228.58912341015832,124.98777784278748
64,229.3220341328278,123.0208172834853
65,237.8323695410318,122.29389688722937
66,242.7720524967931,117.65136365932234
67,237.1215398354428,145.11390881734826
68,237.328809859761,142.98059030095067
69,205.43307646320687,249.57366846754334
