,X,Y
0,326.8388984639966,41.02202660139575
1,303.59111144907337,54.307622494345544
2,290.3580514133116,74.59235738096702
3,307.83624475711946,108.68494296075981
4,252.89735671298465,36.53403366003983
5,267.70155692057097,52.30174830665797
6,286.14832214677466,25.79263035219171
7,277.82530521537774,31.726686228921494
8,297.18232772761297,32.572546680813126
9,240.62894578797864,73.21737981841605
10,236.34775933427602,86.28010562652003
11,250.9814438660622,89.82512313932621
12,275.00957006219664,94.8110771321088
13,212.122896175181,72.91623559800216
14,196.81999764674512,94.68621073222543
15,228.4643332607223,89.5760049376906
16,225.331003122817,98.2104969303885
17,249.38821027685745,129.89739278056342
18,224.19588625709252,111.61411800398584
19,223.4044336035357,134.02308320800586
20,227.58098854840316,144.68632481639463
21,232.2124478849046,155.8690573959222
22,212.81734310855703,155.68849902505877
23,196.22892937594443,143.42041393152456
24,200.59354325024208,136.90510822767556
25,194.78266328039075,127.66171656472319
26,257.183122098027,154.8950172530464
27,250.0571463628666,166.70226203846147
28,250.03427349365919,170.9503674533616
29,279.1138053203876,175.549173162622
30,274.13122657518744,162.341693607096
31,282.67107097726347,167.20549966704252
32,310.2895010658365,174.39280172903003
33,308.02689886146914,165.3525154746767
34,337.612154235221,145.95312247160894
35,337.3055896751588,130.911723816189
36,268.7018234681987,139.08319114296376
37,299.84184811751703,142.82184828178856
38,199.4433984377548,183.51454444153717
39,190.6727987839444,187.1848231977319
40,182.33426004098544,190.81154313211155
41,220.88985864437905,182.60973432478343
42,222.59569133615585,194.1801358822617
43,239.11415948526104,187.08063251527295
44,238.80616892801967,206.00803467306355
45,265.4676881306002,193.35181612520438
46,271.9544655181926,196.9063288090162
47,295.99939258094264,194.28659397020832
48,301.6460665437824,189.0034051138374
49,296.29918555463814,204.13534458130118
50,170.9589611715173,235.7144042671818
51,177.51547330604976,226.65904214523445
52,181.95659351365424,212.72650967995335
53,198.68834841132443,230.88016535355308
54,346.46711282117036,262.306651261236
55,304.94106311099824,261.5576278753621
56,327.97514682181384,224.7194961305193
57,269.98656945573157,232.55573705366436
58,189.72866441283725,269.98885922011243
59,204.3557134443634,295.9326925441936
60,243.058311488629,259.91653638160307
61,225.82915073997745,250.5680806806621
62,340.609063674521,328.35604610192416
63,314.80280937076685,311.40784004467406
64,295.88662994179913,335.64972832176653
65,302.192667510386,321.81072730778976
66,277.71621364602777,303.52877694830113
67,214.1740344096277,340.1145327976264
68,243.49898335893764,379.5267660789708
69,268.80157580218065,332.30619535742363
70,287.3887100865879,366.0370955802296
71,308.5512569097714,365.51255802174563
72,301.41546017213346,389.2678280887305
73,320.14006933798197,391.84862901993415
74,301.7084681446476,412.74339568973824
75,310.84252607529754,435.7821841828168
76,310.0835162124145,466.4759505268106
77,309.53791065179655,503.1782550799772
78,273.55738022330115,450.3834738447606
79,329.3462783011455,472.16281891990167
80,332.72039297103385,442.19590523514535
81,347.2979855707431,219.69704878653926
82,345.7009793316551,162.58329271775867
83,143.15692073717443,232.23510544680866
84,155.53561861806475,176.88399847732555
85,345.6668434891809,198.73991440105095
86,328.63643028953913,217.70803424231738
87,304.053590528899,244.38800967766582
88,282.8763307344059,309.6706698455224
